team,fg_pct,opp_fg_pct,three_pt_pct,opp_three_pt_pct,ft_pct,rebounds,opp_rebounds,assists,steals,opp_steals,trnovrs_commited,pts,opp_pts,opp_fouls,prev_season,playoffs
Chicago Bulls*,0.451,0.442,0.33,0.348,0.754,47.3,45.4,22.1,6.9,7.5,15.2,103.5,105.3,21.3,1,1
Cleveland Cavaliers*,0.485,0.442,0.381,0.347,0.72,46.3,42,24.4,7.5,7.2,15.1,111.2,104.1,22.7,1,1
Dallas Mavericks*,0.464,0.457,0.372,0.347,0.816,44.6,45.9,25,8.1,7.3,13.8,109.2,106.3,21.6,1,1
Denver Nuggets*,0.468,0.456,0.359,0.349,0.772,43.5,44.4,22,8.7,7.4,14.5,111.8,107.5,24.9,1,1
Detroit Pistons,0.445,0.48,0.314,0.375,0.728,45.2,44.3,21.8,8.2,7.5,15.1,105.6,111.4,23.3,1,0
Golden State Warriors,0.469,0.485,0.375,0.375,0.782,38.2,47.8,22.3,9.2,7.8,14.6,108.1,111.7,21.3,0,0
Houston Rockets,0.447,0.475,0.351,0.364,0.772,44.1,45,22.9,7.5,7.7,15.2,107.6,108,23.6,1,0
Indiana Pacers,0.443,0.453,0.348,0.363,0.775,42.7,48,21.7,7.3,8.2,15.5,103.7,106.8,21.4,0,0
Los Angeles Clippers,0.455,0.47,0.332,0.363,0.73,45.1,44.3,23.8,7,9,16.9,103.3,110.1,20.9,0,0
Los Angeles Lakers*,0.457,0.446,0.341,0.328,0.765,47.4,45.1,22.6,8,7.5,14.3,108.8,103.7,22.7,1,1
Memphis Grizzlies,0.469,0.478,0.337,0.354,0.733,46,42,19.9,8.3,8.2,16.1,108.3,109.9,23.7,0,0
Miami Heat*,0.458,0.439,0.346,0.342,0.752,46.2,45,20.9,8.2,7,14.5,106.6,104.1,22.1,1,1
Milwaukee Bucks*,0.436,0.451,0.356,0.343,0.755,46.2,46,22.8,7.6,7.5,14.2,104.9,103.1,21.8,0,1
Minnesota Timberwolves,0.449,0.48,0.341,0.366,0.746,44.4,44.9,20.5,7.5,9.1,16.8,101.7,111.6,21.3,0,0
New Jersey Nets,0.429,0.481,0.318,0.366,0.78,43.2,47.9,20.5,7.6,8.5,15.7,100.6,110.5,21.9,0,0
New Orleans Hornets,0.464,0.483,0.363,0.355,0.778,43.1,45.2,23.9,8.2,7.5,14.4,107.4,110.1,20.9,1,0
New York Knicks,0.455,0.486,0.346,0.352,0.782,42.6,47.3,22.8,7.5,7.5,14.7,107.6,111.6,20.2,0,0
Oklahoma City Thunder*,0.462,0.448,0.34,0.34,0.805,46.4,43.4,21.3,8.5,8,16,108.3,104.6,22.8,0,1
Orlando Magic*,0.47,0.438,0.375,0.363,0.724,46.9,43.4,21.3,6.8,7.3,15.3,111.4,103.3,24,1,1
Philadelphia 76ers,0.46,0.472,0.343,0.393,0.756,44.5,44.4,22.8,8.8,8.2,15.8,106.1,110.3,20.3,1,0
Phoenix Suns*,0.492,0.452,0.412,0.355,0.77,45,44.3,24.4,6.1,8.2,15.4,115.3,110.2,22.8,0,1
Portland Trail Blazers*,0.461,0.464,0.354,0.343,0.79,45.4,43,23.1,7.2,6.7,13.9,110.8,107.1,24.3,1,1
Sacramento Kings,0.456,0.469,0.349,0.357,0.726,44.9,44.3,21.6,7.2,7.5,15.7,105.3,109.9,21.2,0,0
San Antonio Spurs*,0.473,0.452,0.358,0.343,0.74,46.4,42.9,24.2,6.8,7.5,14.8,110,104.5,22.1,1,1
Toronto Raptors,0.482,0.468,0.371,0.366,0.764,43.2,44.1,23.5,6.1,7.6,14.3,111.3,113.2,22.6,0,0
Utah Jazz*,0.491,0.449,0.364,0.354,0.741,44.8,41.6,28.3,8.7,8.2,16.1,110.7,105,23.5,1,1
Washington Wizards,0.449,0.463,0.353,0.36,0.762,45.2,45.8,20.6,6.5,7.5,16.1,104.2,109.4,22.2,0,0
Atlanta Hawks*,0.462,0.46,0.352,0.338,0.779,43.9,45.3,24.5,6.8,7.5,15.2,106.1,107,20.7,1,1
Boston Celtics*,0.486,0.434,0.365,0.34,0.77,42.7,43.6,25.8,9.1,7.7,16,106.2,100.3,22.3,1,1
Charlotte Bobcats,0.451,0.455,0.327,0.359,0.756,44.5,43.9,23.4,7.1,8.1,16.1,103.4,107.8,23.4,1,0
Chicago Bulls*,0.462,0.43,0.361,0.326,0.743,48.5,42.2,24.5,7.9,7.6,15.6,108.3,100.3,22,1,1
Cleveland Cavaliers,0.434,0.475,0.342,0.411,0.745,43.2,46.6,22.5,7.1,8.1,15.2,102.2,111.8,22.8,1,0
Dallas Mavericks*,0.475,0.45,0.365,0.343,0.777,45.3,44.5,26.1,7.4,8.3,15.3,109.7,105,22,1,1
Denver Nuggets*,0.476,0.459,0.388,0.344,0.765,43.9,43.2,23.1,7.7,7.8,14.7,112.3,107.3,23.8,1,1
Detroit Pistons,0.46,0.486,0.376,0.358,0.737,42.9,45.2,23.4,8.1,7.7,14.4,107.7,111.7,20.9,0,0
Golden State Warriors,0.461,0.467,0.392,0.358,0.761,42.4,46.9,23.6,9.4,8.6,15.3,108.2,110.7,19.3,0,0
Houston Rockets,0.454,0.468,0.367,0.358,0.801,45,44.9,25.1,7.4,7.5,14.2,111.3,109,22.5,0,0
Indiana Pacers*,0.442,0.449,0.354,0.359,0.782,45.7,45.5,20.6,7.5,7.9,16.2,104.8,106,22.5,0,1
Los Angeles Clippers,0.457,0.455,0.338,0.365,0.707,45,43.3,23.6,7.6,8.6,17.5,105.3,108.7,23.6,0,0
Los Angeles Lakers*,0.463,0.437,0.352,0.335,0.779,48.1,45.4,24,8,7.8,14.3,111,104.3,22.7,1,1
Memphis Grizzlies*,0.471,0.457,0.334,0.369,0.75,44.1,43.2,22.2,10.1,8.1,15,107.6,105.1,23,0,1
Miami Heat*,0.481,0.434,0.37,0.345,0.769,46.1,42.9,21.9,7.3,7.7,15.2,111.7,103.5,23.9,1,1
Milwaukee Bucks,0.43,0.447,0.342,0.334,0.757,45.1,46.7,20.8,8.3,6.8,14.9,101.6,102.5,22.8,1,0
Minnesota Timberwolves,0.441,0.468,0.376,0.374,0.768,45.8,43.9,20.8,7.4,9.8,17.6,104.2,111.1,21.6,0,0
New Jersey Nets,0.44,0.465,0.343,0.364,0.759,44.7,45.7,23,6.1,7.5,15.4,103.1,109.9,21.9,0,0
New Orleans Hornets*,0.459,0.457,0.36,0.357,0.765,44.9,44,23.1,8.5,6.8,14.6,106.2,105.2,22.8,0,1
New York Knicks*,0.457,0.472,0.368,0.372,0.809,42.1,45.8,22.3,7.9,7.4,14.3,110.9,110.1,21.6,0,1
Oklahoma City Thunder*,0.464,0.458,0.347,0.361,0.823,45.4,43.1,21.6,8.5,7.6,15,111.2,107.2,22.9,1,1
Orlando Magic*,0.461,0.436,0.366,0.35,0.692,47,43.2,21.7,7.3,8,16.2,107.9,102,23.8,1,1
Philadelphia 76ers*,0.461,0.451,0.355,0.34,0.77,45,45.8,24.4,8.2,7.7,14,106.6,105,20.3,0,1
Phoenix Suns,0.47,0.472,0.377,0.367,0.759,41.9,46.2,24.7,6.9,8.2,14.9,109.5,110.4,22.1,1,0
Portland Trail Blazers*,0.447,0.467,0.345,0.367,0.804,44.5,44.8,23.9,9.1,7.8,14.7,108.8,107.1,24,1,1
Sacramento Kings,0.449,0.478,0.335,0.355,0.734,45.7,42.9,21.3,7.7,8.5,16.8,103.5,109,21.9,0,0
San Antonio Spurs*,0.475,0.456,0.397,0.367,0.767,45.1,44.4,24.1,7.9,7.5,14.5,111.8,105.6,22.4,1,1
Toronto Raptors,0.465,0.482,0.316,0.376,0.755,43.2,44,23.5,7.6,8.2,15.8,106.1,112.9,21.2,0,0
Utah Jazz,0.465,0.459,0.346,0.376,0.771,42.9,44.4,25.5,8.3,8.1,15.6,108.1,110.1,23.9,1,0
Washington Wizards,0.443,0.471,0.332,0.373,0.745,43.5,46.2,20.4,8.5,8,16.1,102.4,110.2,21.3,0,0
Atlanta Hawks*,0.454,0.444,0.37,0.344,0.74,44.7,45.9,24.4,8.8,8.1,15.2,104.9,101.2,20.8,1,1
Boston Celtics*,0.46,0.419,0.367,0.308,0.778,42.7,47.5,25.9,8.3,8.6,16.3,101,98.2,20.3,1,1
Charlotte Bobcats,0.414,0.475,0.295,0.356,0.746,42.6,49.3,22,6.6,8.3,15.9,95.2,110.4,22.2,0,0
Chicago Bulls*,0.452,0.421,0.375,0.325,0.722,52,44.6,25.8,7.7,8.3,15.6,107.4,98.3,19.7,1,1
Cleveland Cavaliers,0.422,0.467,0.346,0.362,0.716,45.9,46.5,21.5,7.7,8.6,16.7,101.1,108.9,22.7,0,0
Dallas Mavericks*,0.443,0.435,0.339,0.346,0.771,46.1,47.4,22.5,9.2,9.2,15.1,103.3,102.3,19.8,1,1
Denver Nuggets*,0.476,0.456,0.332,0.383,0.735,45.2,42.2,25.1,8.6,8.3,16.1,109.2,106.2,23.1,1,1
Detroit Pistons,0.438,0.462,0.346,0.355,0.752,44.8,45.3,20.8,7.7,9.5,17.4,101,106.3,21.6,0,0
Golden State Warriors,0.457,0.453,0.388,0.365,0.77,42.2,49.4,24,8.6,8.1,14.9,105.4,109.1,17.9,0,0
Houston Rockets,0.449,0.456,0.359,0.325,0.782,45.3,44.9,22.9,8.1,8.1,15.6,105.5,105.2,19.8,0,0
Indiana Pacers*,0.438,0.435,0.368,0.351,0.782,47.9,46.2,20.3,8.7,7.2,15.3,106.7,103.1,23.6,1,1
Los Angeles Clippers*,0.455,0.447,0.357,0.365,0.68,46.2,44.3,23.3,9.4,6.7,14.8,108.5,105.7,23.6,0,1
Los Angeles Lakers*,0.457,0.437,0.326,0.348,0.756,50.3,44.6,24.5,6.4,9.2,16.5,106,104.4,22,1,1
Memphis Grizzlies*,0.447,0.444,0.326,0.345,0.759,46,44.5,21.4,10.5,8.6,15.8,104,101.8,21.1,1,1
Miami Heat*,0.469,0.434,0.359,0.363,0.775,45,43,21.6,9.6,9,16.4,106.6,100.2,22.2,1,1
Milwaukee Bucks,0.443,0.449,0.345,0.351,0.774,45.2,47.6,25,8.8,8.1,15,105.5,105.2,20.6,0,0
Minnesota Timberwolves,0.433,0.455,0.332,0.34,0.771,46.6,46.3,20.8,7,8.9,16.2,104.3,106.6,23.2,0,0
New Jersey Nets,0.425,0.472,0.342,0.374,0.777,44.6,47.1,22,8.3,8.8,16.7,102.9,109.6,21.3,0,0
New Orleans Hornets,0.451,0.444,0.333,0.317,0.757,46.3,45,23.3,8.3,8.9,17.5,100.9,105.1,21.1,1,0
New York Knicks*,0.443,0.442,0.336,0.359,0.741,44.5,44.6,21.5,10.1,8.7,17.1,104.4,101,23.2,1,1
Oklahoma City Thunder*,0.471,0.427,0.358,0.342,0.806,46.5,44,19.8,8,8.7,17.4,109.8,103.2,21.3,1,1
Orlando Magic*,0.441,0.449,0.375,0.347,0.66,47.3,46.1,22.3,7.6,8.4,16.6,105,104.1,22.1,1,1
Philadelphia 76ers*,0.448,0.427,0.362,0.334,0.742,47.9,48.5,24.4,8.8,6.6,12.4,103.9,99.2,18,1,1
Phoenix Suns,0.458,0.455,0.343,0.352,0.757,45,46.9,24.3,7.1,8.6,15.2,106.2,106.5,21.2,0,0
Portland Trail Blazers,0.443,0.463,0.346,0.363,0.796,44.2,46,22.2,8.7,8.2,15.4,105.7,106.4,21.5,1,0
Sacramento Kings,0.436,0.476,0.316,0.355,0.736,45.1,47.3,20.2,8.9,8.3,15.2,103.8,109.8,20.9,0,0
San Antonio Spurs*,0.478,0.452,0.393,0.353,0.748,46,44.1,24.8,7.9,7.9,14.5,110.9,103.2,20.2,1,1
Toronto Raptors,0.44,0.435,0.34,0.328,0.77,46.7,45,23.3,7.2,8.1,16.9,100.8,104.5,20.4,0,0
Utah Jazz*,0.456,0.453,0.323,0.34,0.754,47.4,44.1,23.4,8.8,8,15.2,106.8,106.1,22.2,0,1
Washington Wizards,0.441,0.453,0.32,0.35,0.727,45,47,20.6,8.6,8.5,16.5,101,106.2,20.1,0,0
Atlanta Hawks*,0.464,0.45,0.371,0.379,0.715,43.7,46.8,26.2,8.7,9,15.9,104.8,104.4,20.1,1,1
Boston Celtics*,0.465,0.441,0.358,0.342,0.776,42,46.5,24.3,8.8,8.4,15.6,103.1,103.3,20.8,1,1
Brooklyn Nets*,0.45,0.464,0.357,0.366,0.731,47.8,43.8,22.7,8.2,8.4,16.4,108.2,106.2,23.8,0,1
Charlotte Bobcats,0.425,0.471,0.335,0.388,0.75,43.8,47.9,21,7.8,7.5,15.3,101.5,111.5,23.1,0,0
Chicago Bulls*,0.437,0.443,0.353,0.346,0.773,48,45.6,25.5,8,8.1,15.9,103.5,103.2,21.8,1,1
Cleveland Cavaliers,0.434,0.476,0.346,0.372,0.756,44.3,45.5,22.3,8.5,8.2,15.1,104.3,109.4,21.3,0,0
Dallas Mavericks,0.462,0.445,0.372,0.359,0.793,43.9,47.7,24.3,8.3,8.9,14.6,105.9,106.5,19.8,1,0
Denver Nuggets*,0.478,0.444,0.343,0.363,0.701,46.8,43.3,25.4,9.7,8.3,15.9,110.4,105.1,22.5,1,1
Detroit Pistons,0.449,0.459,0.356,0.36,0.699,46.1,45.7,23.2,7.7,9.2,16.6,103.8,108.1,21.7,0,0
Golden State Warriors*,0.458,0.439,0.403,0.347,0.79,47.3,44.9,23.7,7.3,8.6,15.9,106.4,105.5,20.2,0,1
Houston Rockets*,0.461,0.454,0.366,0.368,0.754,45,43.1,24,8.6,8.7,17,109.7,106.1,21.1,0,1
Indiana Pacers*,0.436,0.42,0.347,0.327,0.746,50.5,45,22.3,7.9,8.3,16.7,104.3,99.8,24.1,1,1
Los Angeles Clippers*,0.478,0.443,0.358,0.373,0.711,45.6,42.8,26.1,10.5,8.1,16,110.6,103.6,22.8,1,1
Los Angeles Lakers*,0.458,0.453,0.355,0.357,0.692,47.3,45,23.4,7.4,9,15.8,107.8,106.6,24.3,1,1
Memphis Grizzlies*,0.444,0.435,0.345,0.338,0.773,48,43.9,23.5,9.6,8.2,15.7,104.9,100.3,22.5,1,1
Miami Heat*,0.496,0.44,0.396,0.35,0.754,42.2,43.8,25.2,9.5,8.6,15.2,112.3,103.7,22.3,1,1
Milwaukee Bucks*,0.435,0.454,0.36,0.348,0.736,46.1,48.3,24,8.8,8.4,14.8,103.6,105.2,20,0,1
Minnesota Timberwolves,0.439,0.468,0.305,0.369,0.742,45.2,45.3,24.1,9.2,8.7,15.9,102.9,105.4,24.2,0,0
New Orleans Hornets,0.448,0.471,0.363,0.374,0.776,46.8,44.2,23.6,7.1,8.9,16.4,105.7,110.1,21,0,0
New York Knicks*,0.448,0.458,0.376,0.357,0.759,45.1,46.3,21.4,9.1,7.1,13.4,111.1,106.3,21.4,1,1
Oklahoma City Thunder*,0.481,0.425,0.377,0.346,0.828,46.4,43.3,22.7,8.8,8.7,16.2,112.4,102.6,22,1,1
Orlando Magic,0.448,0.463,0.329,0.359,0.755,46.1,46.2,24.6,7,7.8,15.7,101.6,109.1,17.8,1,0
Philadelphia 76ers,0.444,0.454,0.36,0.349,0.729,45.2,48.2,24.9,8.1,7.9,14.3,102,105.7,17.8,1,0
Phoenix Suns,0.443,0.47,0.33,0.388,0.744,44.3,46.1,24.1,8.5,8.9,16.6,101.2,108.1,19.6,0,0
Portland Trail Blazers,0.448,0.474,0.353,0.34,0.776,44.3,46,23.6,7.1,9.1,15.9,105.8,109.2,20.3,0,0
Sacramento Kings,0.447,0.472,0.363,0.355,0.769,43,46.2,22.1,8.7,8.1,15.5,106.2,111.4,21.1,0,0
San Antonio Spurs*,0.481,0.442,0.376,0.353,0.791,43.4,44.7,26.4,8.9,8.7,15.5,108.3,101.6,20.1,1,1
Toronto Raptors,0.446,0.458,0.343,0.361,0.788,43.8,45.5,23.5,7.9,7.7,14.9,105.9,107.5,21.9,0,0
Utah Jazz,0.454,0.458,0.366,0.37,0.764,45.8,44.4,24.7,9.2,8.5,16.1,106.7,106.8,22.2,1,0
Washington Wizards,0.435,0.44,0.365,0.349,0.733,46.4,47.5,23.3,7.8,8.4,16.2,100.2,103,20.6,0,0
Atlanta Hawks*,0.458,0.462,0.363,0.365,0.781,41.9,45.7,26.1,8.7,8.6,16,105.9,106.4,21,1,1
Boston Celtics,0.435,0.465,0.333,0.347,0.777,45.4,45.2,22.5,7.6,7.9,16.4,102.9,107.7,20.4,1,0
Brooklyn Nets*,0.459,0.458,0.369,0.367,0.753,41.3,46.4,22.6,9.3,8,15.7,106.7,107.7,22.5,1,1
Charlotte Bobcats*,0.442,0.442,0.351,0.369,0.737,45.6,46.3,23.2,6.5,6.7,13.2,103.6,103.8,22.4,0,1
Chicago Bulls*,0.432,0.43,0.348,0.351,0.779,48.3,45.2,24.8,7.9,8.3,16.3,102.5,100.5,22.9,1,1
Cleveland Cavaliers,0.437,0.452,0.356,0.367,0.751,46.8,45.1,22.5,7.5,7.6,15,104.2,107.7,20.7,0,0
Dallas Mavericks*,0.474,0.464,0.384,0.359,0.795,43.4,45.4,25,9.1,8.2,14.4,111.2,108.7,21.1,0,1
Denver Nuggets,0.447,0.457,0.358,0.351,0.726,46.2,44.5,22.8,7.6,8.6,16.2,106,108.2,22,1,0
Detroit Pistons,0.447,0.47,0.321,0.365,0.67,47.6,45.1,21.9,8.8,8.6,15.2,105.9,109.7,21.7,0,0
Golden State Warriors*,0.462,0.436,0.38,0.344,0.753,46.7,44.6,24,8.1,8.2,15.7,107.5,102.6,19.9,1,1
Houston Rockets*,0.472,0.443,0.358,0.353,0.712,46.7,42.9,22.1,7.8,8.8,16.6,111,106.3,25,1,1
Indiana Pacers*,0.449,0.42,0.357,0.345,0.779,48.1,44.3,21.7,7.2,7.8,16.2,104.1,99.3,23.5,1,1
Los Angeles Clippers*,0.474,0.441,0.352,0.332,0.73,44.6,45.4,25.5,8.9,7.2,14.4,112.1,104.8,24.3,1,1
Los Angeles Lakers,0.45,0.468,0.381,0.361,0.757,41.5,49.6,24.8,7.5,9.8,15.3,104.2,110.6,19.5,1,0
Memphis Grizzlies*,0.464,0.45,0.353,0.355,0.741,46.9,43.3,24.2,8.5,8,15.2,106.3,104.6,20.9,1,1
Miami Heat*,0.501,0.457,0.364,0.362,0.76,40,43.8,24.4,9.7,8.8,16,110.9,105.8,22.2,1,1
Milwaukee Bucks,0.438,0.468,0.353,0.382,0.747,44.3,46.9,23.2,7.1,8.4,16.3,103,111.8,22.2,1,0
Minnesota Timberwolves,0.444,0.471,0.341,0.364,0.778,45.6,45,24.4,8.9,8,14.2,108.9,106.2,24,0,0
New Orleans Pelicans,0.459,0.465,0.373,0.357,0.769,44.8,44.8,22.9,8.5,7.6,14.8,107.2,110.1,21.8,0,0
New York Knicks,0.449,0.458,0.372,0.371,0.761,44.3,46.1,22,8.5,6.9,14.2,108.3,109.1,21.6,1,0
Oklahoma City Thunder*,0.471,0.436,0.361,0.358,0.806,46.6,42.6,22.8,8.6,8.5,15.9,110.5,103.9,21.2,1,1
Orlando Magic,0.445,0.456,0.353,0.371,0.763,44.3,46.3,22.2,8.1,7.5,15.7,101.7,107.4,19.3,0,0
Philadelphia 76ers,0.435,0.471,0.312,0.37,0.71,42.7,46.9,21.8,9.3,9,16.9,99.4,109.9,20.6,0,0
Phoenix Suns,0.463,0.456,0.372,0.341,0.758,44.8,44.6,19.8,8.7,7.8,16,109.5,106.7,22.2,0,0
Portland Trail Blazers*,0.45,0.451,0.372,0.355,0.815,48.5,45.4,24.3,5.8,8.1,14.3,111.5,107.4,21.6,0,1
Sacramento Kings,0.447,0.461,0.333,0.38,0.759,46.8,43.4,19.8,7.5,8.2,16,105.7,108.8,24.3,0,0
San Antonio Spurs*,0.486,0.444,0.397,0.353,0.785,45.4,44.3,26.4,7.7,8,15.1,110.5,102.4,20.3,1,1
Toronto Raptors*,0.445,0.45,0.372,0.36,0.782,45.7,44,22.7,7.6,7.8,15.2,108.8,105.3,23.8,0,1
Utah Jazz,0.444,0.473,0.344,0.376,0.747,44.9,46.3,22.1,7.6,8.2,15.9,103.5,111.3,22.2,0,0
Washington Wizards*,0.459,0.458,0.38,0.347,0.731,44.4,44.4,24.5,8.6,8.1,15.5,106,104.6,20.5,0,1
Atlanta Hawks*,0.466,0.439,0.38,0.341,0.778,43.1,46.3,27.3,9.6,7.8,15.1,108.9,103.1,20.9,1,1
Boston Celtics*,0.443,0.45,0.327,0.336,0.754,45.3,46.2,25.3,8.5,7.3,14.3,104.7,104.5,19.5,0,1
Brooklyn Nets*,0.451,0.456,0.331,0.358,0.748,45.1,47.2,22.3,7.5,8.4,14.7,104.4,107.4,21.3,1,1
Charlotte Hornets,0.42,0.44,0.318,0.357,0.748,46.9,46.9,21.5,6.5,6.5,12.7,100.1,103.5,22.2,1,0
Chicago Bulls*,0.442,0.435,0.353,0.335,0.783,48.8,46.3,23.2,6.7,8,14.9,107.5,104.3,22.6,1,1
Cleveland Cavaliers*,0.458,0.456,0.367,0.343,0.751,46.3,44.3,23.8,7.9,8.4,15.4,111.1,106.3,22.1,0,1
Dallas Mavericks*,0.463,0.45,0.352,0.364,0.752,44,48,23.4,8.4,7.6,13.5,109.5,106.4,23,1,1
Denver Nuggets,0.433,0.458,0.325,0.346,0.734,46,46.4,22.5,8.1,7.7,14.6,104.5,108.2,21.3,0,0
Detroit Pistons,0.432,0.456,0.344,0.355,0.703,48,47.2,23.1,8.1,7.5,14.3,105.3,106.4,20.7,0,0
Golden State Warriors*,0.478,0.428,0.398,0.337,0.768,45.4,45.2,27.8,9.4,8.4,14.7,111.6,101.4,19.1,1,1
Houston Rockets*,0.444,0.443,0.348,0.322,0.715,45,45.1,22.8,9.8,9.1,17.1,107,103.4,21.7,1,1
Indiana Pacers,0.439,0.435,0.352,0.345,0.756,47.7,45.5,22.8,6.6,8,14.9,103.5,103.2,22.8,1,0
Los Angeles Clippers*,0.473,0.442,0.376,0.349,0.71,44.9,45.2,26.1,8.2,7,13,112.4,105.5,22.7,1,1
Los Angeles Lakers,0.435,0.466,0.344,0.363,0.741,46.1,46.4,22,7.4,7.8,13.9,103.4,110.6,20.4,0,0
Memphis Grizzlies*,0.458,0.442,0.339,0.351,0.773,45.8,45.6,23.3,9.2,7.9,14.3,105.7,102.2,21.8,1,1
Miami Heat,0.456,0.454,0.335,0.353,0.741,42.9,45,21.8,8.6,8.6,16.2,103.9,106.7,22.9,1,0
Milwaukee Bucks*,0.459,0.437,0.363,0.342,0.757,44.2,45,24.7,10.1,9.1,17.6,102.7,102.2,21.1,0,1
Minnesota Timberwolves,0.438,0.487,0.332,0.367,0.776,43.1,45.9,22.7,8.6,8.8,15.8,102.9,112.2,22.5,0,0
New Orleans Pelicans*,0.457,0.456,0.37,0.335,0.751,47.3,45.2,24,7.3,7.4,14.4,108.2,107.3,20.4,0,1
New York Knicks,0.428,0.46,0.347,0.38,0.769,43.9,47.3,23.1,7.6,8.7,16,99.9,110,20.7,0,0
Oklahoma City Thunder,0.447,0.44,0.339,0.343,0.754,49.3,44.3,21.3,7.6,8.1,15.2,107.8,105.5,21.2,1,0
Orlando Magic,0.453,0.463,0.347,0.368,0.729,44.4,46.1,21.9,8.4,8.2,15.8,101.6,107.7,19,0,0
Philadelphia 76ers,0.408,0.449,0.32,0.35,0.676,44.5,48,21.3,10,9.9,18.4,95.5,104.8,21,0,0
Phoenix Suns,0.452,0.452,0.341,0.352,0.76,44.4,46.6,20.8,8.8,8.2,15.5,105.3,106.2,20.9,0,0
Portland Trail Blazers*,0.45,0.439,0.362,0.338,0.801,48.2,46.9,23.1,6.7,8.4,14.3,108.2,103.7,19.7,1,1
Sacramento Kings,0.455,0.456,0.341,0.349,0.762,45.9,42.8,21.1,7,9,16.9,105.3,109.2,24.8,0,0
San Antonio Spurs*,0.468,0.444,0.367,0.36,0.78,45.9,44.3,25.7,8.4,8.3,14.7,108.5,102,20.7,1,1
Toronto Raptors*,0.455,0.459,0.352,0.346,0.787,44.4,45.3,22.1,8,7.4,13.8,111,107.7,21.7,1,1
Utah Jazz,0.447,0.446,0.343,0.362,0.721,48.6,43.3,22,8.4,9.1,16.9,105.1,104.9,21.6,0,0
Washington Wizards*,0.462,0.433,0.36,0.349,0.742,47,43.9,25.3,7.7,8.4,15.8,103.7,103,20.7,1,1
Atlanta Hawks*,0.458,0.432,0.35,0.338,0.783,43,47.5,26.2,9.3,8.8,15.3,105.1,101.4,18.7,1,1
Boston Celtics*,0.439,0.441,0.335,0.336,0.788,45.4,46.5,24.4,9.3,7.7,13.9,106.8,103.6,21.2,1,1
Brooklyn Nets,0.453,0.479,0.352,0.369,0.757,44.4,45.4,23.3,8,9.2,15.5,103.2,110.9,19.3,1,0
Charlotte Hornets*,0.439,0.444,0.362,0.349,0.79,45.5,46.3,22.5,7.5,7,13,107.1,104.3,21.1,0,1
Chicago Bulls,0.441,0.441,0.371,0.345,0.787,47.8,47.4,23.6,6.2,8.2,14.4,105,106.5,19.3,1,0
Cleveland Cavaliers*,0.46,0.448,0.362,0.347,0.748,47.3,43.6,24.1,7.1,7.6,14.4,110.9,104.5,21.9,1,1
Dallas Mavericks*,0.444,0.451,0.344,0.342,0.794,44.9,47.8,23.1,7.1,7.8,13.3,106.7,107,22.4,1,1
Denver Nuggets,0.442,0.461,0.338,0.371,0.766,46.3,44.2,23.5,7.7,8.3,15.2,105.6,108.9,21.6,0,0
Detroit Pistons*,0.439,0.461,0.345,0.355,0.668,48.2,44.3,20.2,7.3,7.4,14.1,106.1,105.5,22.5,0,1
Golden State Warriors*,0.487,0.435,0.416,0.332,0.763,46,43.7,28.8,8.4,8.6,15.1,114.5,103.8,19.8,1,1
Houston Rockets*,0.452,0.459,0.347,0.361,0.694,43.8,45.4,22.6,10.2,9.1,16.2,108.3,108.1,22.9,1,1
Indiana Pacers*,0.45,0.44,0.351,0.334,0.764,45.3,45.6,21.7,9.3,7.9,15.2,104.6,102.9,20.9,0,1
Los Angeles Clippers*,0.465,0.434,0.364,0.338,0.692,43.6,48.4,23.7,9,7.4,13.4,108.3,103.8,23.3,1,1
Los Angeles Lakers,0.414,0.473,0.317,0.347,0.781,44.8,48.5,18.8,7.5,7.9,14.3,101.6,111.6,20,0,0
Memphis Grizzlies*,0.44,0.456,0.331,0.365,0.783,44.3,45.9,22,9.4,7.5,14.1,105.4,107.8,22.5,1,1
Miami Heat*,0.47,0.442,0.336,0.347,0.744,46.8,43.8,22.1,7.2,7.9,14.9,106.1,104.4,20.8,0,1
Milwaukee Bucks,0.467,0.454,0.345,0.352,0.747,43.9,45.3,24.3,8.6,8.7,16,104.3,108.7,20.5,1,0
Minnesota Timberwolves,0.464,0.471,0.338,0.355,0.792,43.2,43.5,24.3,8.3,8.1,15.6,106.5,110.1,22.4,0,0
New Orleans Pelicans,0.448,0.468,0.36,0.369,0.776,43.8,45.7,22.8,7.9,7.5,13.8,105.6,109.5,20.4,1,0
New York Knicks,0.439,0.443,0.346,0.341,0.805,47.2,47,21.8,6.1,7.6,14.3,104.6,107.6,19.7,0,0
Oklahoma City Thunder*,0.476,0.438,0.349,0.342,0.782,49.9,41.3,23.6,7.5,9,16.3,113.1,105.6,20.7,0,1
Orlando Magic,0.455,0.46,0.35,0.359,0.757,44.6,45.6,24.3,8.5,7.8,14.5,105.1,106.8,18.8,0,0
Philadelphia 76ers,0.431,0.464,0.339,0.359,0.694,41.8,48.3,21.8,8.4,8.8,16.6,98.8,109.2,19.4,0,0
Phoenix Suns,0.435,0.467,0.348,0.377,0.751,45.4,44.3,21,7.8,9.7,17.4,102.2,109,21.9,0,0
Portland Trail Blazers*,0.45,0.453,0.37,0.371,0.754,47.1,45.2,22.1,7.1,8,15.1,108.8,108,20.2,1,1
